product_name;price;product_vat_rate;product_msr;product_characteristics;okpd2_code;okpd2_name;inn;country_code
Станок фрезерный СФ676-300/5-КМ4-М-Ф3-ШВП;2383333.33;20%;Штука;Описание: Станок фрезерный СФ676-300/5-КМ4-М-Ф3-ШВП || Ширина вертикального стола: 630, Миллиметр || Масса: 1050, Килограмм || Тип: широкоуниверсальный || Скорость фрезерования: 1000 || Продольный ход фрезерной головки: 450, Миллиметр || Поперечный ход фрезерной головки: 300, Миллиметр || Длина: 1200, Миллиметр || Ширина: 1240, Миллиметр || Высота: 1780, Миллиметр || Длина обрабатываемой поверхности: 800, Миллиметр || Ширина обрабатываемой поверхности: 300, Миллиметр || Тип продукции по ПП РФ 616: Фрезерные станки || Перемещение оси Х: 450, Миллиметр || Перемещение оси Y: 300, Миллиметр || Перемещение оси Z: 380, Миллиметр || Описание: Станок фрезерный СФ676-300/5-КМ4-М-Ф3-ШВП;28.41.22.130;Станки фрезерные металлорежущие;edca666798a7ec10af8f560b4f76479e;643
Спрут Экстра, ВР (гербицид);"";Без НДС;Литр кубический дециметр;Описание: Спрут Экстра, ВР (гербицид) || Объём: 10, Литр кубический дециметр || Срок годности: 5, Год || Действующее вещество: глифосат кислоты || Содержание действующего вещества: 540, Киллограмм на кубический метр || Тип продукции по ПП РФ 616: Гербициды || Описание: Спрут Экстра, ВР (гербицид);20.20.12.000;Гербициды;6226634906034f77b6190fec05e3e94b;643
Кабели контрольные не распространяющие горение, с низким дымо- и газовыделением КВВГнг(А)-LS;"";Без НДС;Километр тысяча метров;Описание: Кабели контрольные не распространяющие горение, с низким дымо- и газовыделением КВВГнг(А)-LS || Наименование марки: КВВГнг(А)-LS || Число жил: 4, Штука || Климатеческое исполнение: УХЛ || Номинальное напряжение: 660, Вольт || Электрическое сопротивление ТПЖ: 24.5, Ом || Описание: Кабели контрольные не распространяющие горение, с низким дымо- и газовыделением КВВГнг(А)-LS;27.32.13.143;Кабели контрольные;597dd0c2d4d232704e76a9c149361b62;""
Кабели дальней связи МКСАШп;"";Без НДС;Километр тысяча метров;Описание: Кабели дальней связи МКСАШп || Материал изоляции: кордельно-полистирольная || Материал оболочки: полиэтилен шланговый || Номинальный диаметр ТПЖ: 1.2, Миллиметр || Число четверок: согласно ГОСТ на кабели || Описание: Кабели дальней связи МКСАШп;27.32.13.151;Кабели дальней связи;597dd0c2d4d232704e76a9c149361b62;""
Кабели зоновой связи КСПП;"";Без НДС;Километр тысяча метров;Описание: Кабели зоновой связи КСПП || Номинальный диаметр ТПЖ: 0.9, Миллиметр || Материал оболочки: полиэтилен шланговый || Материал изоляции: полиэтилен изоляционный || Число четверок: согласно ТУ на кабели || Описание: Кабели зоновой связи КСПП;27.32.13.153;Кабели зоновой связи;597dd0c2d4d232704e76a9c149361b62;""
Кабели связи станционные распределительные ТСВ;"";Без НДС;Километр тысяча метров;Описание: Кабели связи станционные распределительные ТСВ || Материал изоляции: поливинилхлоридный пластикат || Материал оболочки: Поливинилхлоридный пластикат || Номинальный диаметр ТПЖ: 0.4, Миллиметр || Число пар: согласно ТУ на кабели || Описание: Кабели связи станционные распределительные ТСВ;27.32.13.154;Кабели связи станционные и распределительные;597dd0c2d4d232704e76a9c149361b62;""
Кабели связи телефонные ТППэп;"";Без НДС;Километр тысяча метров;Описание: Кабели связи телефонные ТППэп || Материал изоляции: полиэтилен изоляционный || Материал оболочки: полиэтилен шланговый || Номинальный диаметр ТПЖ: 0.32, Миллиметр || Число пар: согласно ГОСТ на кабели || Описание: Кабели связи телефонные ТППэп;27.32.13.152;Кабели связи телефонные;597dd0c2d4d232704e76a9c149361b62;""
Кабели сигнально-блокировочные СБЗПу;"";Без НДС;Километр тысяча метров;Описание: Кабели сигнально-блокировочные СБЗПу || Материал изоляции: полиэтилен изоляционный || Номинальное переменное напряжение: 380, Вольт || Номинальный диаметр ТПЖ: 0.9, Миллиметр || Материал оболочки: полиэтилен шланговый || Описание: Кабели сигнально-блокировочные СБЗПу;27.32.13.145;Кабели сигнально-блокировочные;597dd0c2d4d232704e76a9c149361b62;""
Кабели для структурированных систем связи U/UTP cat 5e PVC;"";Без НДС;Километр тысяча метров;Описание: Кабели для структурированных систем связи U/UTP cat 5e PVC || Число пар: в соответствии с ТУ на кабели || Материал изоляции: полиэтилен изоляционный || Материал оболочки: в соответствии с ТУ на кабели || Номинальный диаметр ТПЖ: в соответствии с ТУ на кабели, Миллиметр || Описание: Кабели для структурированных систем связи U/UTP cat 5e PVC;27.32.13.159;Кабели, провода и шнуры связи прочие, не включенные в другие группировки;597dd0c2d4d232704e76a9c149361b62;""
Станок фрезерный СФ676-250/4-40АТ5-0-0-ТР;2000000;20%;Штука;Описание: Станок фрезерный СФ676-250/4-40АТ5-0-0-ТР || Скорость фрезерования: 395 || Поперечный ход фрезерной головки: 300, Миллиметр || Длина: 1200, Миллиметр || Ширина: 1240, Миллиметр || Высота: 1780, Миллиметр || Длина обрабатываемой поверхности: 800, Миллиметр || Ширина обрабатываемой поверхности: 300, Миллиметр || Масса: 1050, Килограмм || Тип продукции по ПП РФ 616: Фрезерные станки || Ширина вертикального стола: 250, Миллиметр || Перемещение оси Х: 450, Миллиметр || Перемещение осиY: 300, Миллиметр || Перемещение оси Z: 380, Миллиметр || Тип: широкоувниерсальный || Продольный ход фрезерной головки: 400, Миллиметр || Описание: Станок фрезерный СФ676-250/4-40АТ5-0-0-ТР;28.41.22.130;Станки фрезерные металлорежущие;edca666798a7ec10af8f560b4f76479e;643
Станок фрезерный СФ676-250/4-40АТ5-0-0-ШВП;2000000;20%;Штука;Описание: Станок фрезерный СФ676-250/4-40АТ5-0-0-ШВП || Продольный ход фрезерной головки: 400, Миллиметр || Поперечный ход фрезерной головки: 300, Миллиметр || Длина: 1200, Миллиметр || Мощность: 3.12, Киловатт || Перемещение оси Z: 380, Миллиметр || Перемещение осиY: 300, Миллиметр || Ширина вертикального стола: 250, Миллиметр || Высота: 1780, Миллиметр || Масса: 1050, Килограмм || Ширина обрабатываемой поверхности: 300, Миллиметр || Длина обрабатываемой поверхности: 800, Миллиметр || Ширина: 1240, Миллиметр || Тип продукции по ПП РФ 616: Фрезерные станки || Перемещение оси Х: 450, Миллиметр || Тип: широкоуниверсальный || Скорость фрезерования: 395 || Описание: Станок фрезерный СФ676-250/4-40АТ5-0-0-ШВП;28.41.22.130;Станки фрезерные металлорежущие;edca666798a7ec10af8f560b4f76479e;643
Станок фрезерный СФ676-250/4-КМ4-0-0-ТР;2000000;20%;Штука;Описание: Станок фрезерный СФ676-250/4-КМ4-0-0-ТР || Длина обрабатываемой поверхности: 800, Миллиметр || Тип: широкоуниверсальный || Скорость фрезерования: 1000 || Продольный ход фрезерной головки: 450, Миллиметр || Поперечный ход фрезерной головки: 300, Миллиметр || Длина: 1200, Миллиметр || Ширина: 1240, Миллиметр || Высота: 1780, Миллиметр || Ширина обрабатываемой поверхности: 300, Миллиметр || Масса: 1050, Килограмм || Тип продукции по ПП РФ 616: Фрезерные станки || Ширина вертикального стола: 250, Миллиметр || Перемещение оси Х: 450, Миллиметр || Перемещение осиY: 300, Миллиметр || Перемещение оси Z: 380, Миллиметр || Мощность: 3.12, Киловатт || Описание: Станок фрезерный СФ676-250/4-КМ4-0-0-ТР;28.41.22.130;Станки фрезерные металлорежущие;edca666798a7ec10af8f560b4f76479e;643
Станок фрезерный СФ676-250/4-КМ4-0-0-ШВП;2000000;20%;Штука;Описание: Станок фрезерный СФ676-250/4-КМ4-0-0-ШВП || Перемещение оси Х: 450, Миллиметр || Ширина вертикального стола: 250, Миллиметр || Тип продукции по ПП РФ 616: Фрезерные станки || Масса: 1050, Килограмм || Ширина обрабатываемой поверхности: 300, Миллиметр || Длина обрабатываемой поверхности: 800, Миллиметр || Высота: 1780, Миллиметр || Ширина: 1240, Миллиметр || Длина: 1200, Миллиметр || Поперечный ход фрезерной головки: 300, Миллиметр || Продольный ход фрезерной головки: 450, Миллиметр || Скорость фрезерования: 1000 || Перемещение осиY: 300, Миллиметр || Перемещение оси Z: 380, Миллиметр || Мощность: 3.12, Киловатт || Тип: широкоуниверсальный || Описание: Станок фрезерный СФ676-250/4-КМ4-0-0-ШВП;28.41.22.130;Станки фрезерные металлорежущие;edca666798a7ec10af8f560b4f76479e;643
Станок фрезерный СФ676-250/3-40АТ5-0-0-ТР;2000000;20%;Штука;Описание: Станок фрезерный СФ676-250/3-40АТ5-0-0-ТР || Поперечный ход фрезерной головки: 300, Миллиметр || Мощность: 3.12, Киловатт || Перемещение оси Z: 380, Миллиметр || Перемещение осиY: 300, Миллиметр || Перемещение оси Х: 450, Миллиметр || Ширина вертикального стола: 250, Миллиметр || Тип продукции по ПП РФ 616: Фрезерные станки || Масса: 1050, Килограмм || Ширина обрабатываемой поверхности: 300, Миллиметр || Длина обрабатываемой поверхности: 800, Миллиметр || Высота: 1780, Миллиметр || Ширина: 1240, Миллиметр || Длина: 1200, Миллиметр || Продольный ход фрезерной головки: 450, Миллиметр || Скорость фрезерования: 1000 || Тип: широкоуниверсальный || Описание: Станок фрезерный СФ676-250/3-40АТ5-0-0-ТР;28.41.22.130;Станки фрезерные металлорежущие;edca666798a7ec10af8f560b4f76479e;643
Станок фрезерный СФ676-250/3-40АТ5-0-0-ШВП;2000000;20%;Штука;Описание: Станок фрезерный СФ676-250/3-40АТ5-0-0-ШВП || Мощность: 3.12, Киловатт || Ширина вертикального стола: 250, Миллиметр || Тип продукции по ПП РФ 616: Фрезерные станки || Масса: 1050, Килограмм || Ширина обрабатываемой поверхности: 300, Миллиметр || Длина обрабатываемой поверхности: 800, Миллиметр || Высота: 1780, Миллиметр || Ширина: 1240, Миллиметр || Длина: 1200, Миллиметр || Поперечный ход фрезерной головки: 300, Миллиметр || Продольный ход фрезерной головки: 450, Миллиметр || Скорость фрезерования: 1000 || Тип: широкоуниверсальный || Перемещение оси Х: 450, Миллиметр || Перемещение осиY: 300, Миллиметр || Перемещение оси Z: 380, Миллиметр || Описание: Станок фрезерный СФ676-250/3-40АТ5-0-0-ШВП;28.41.22.130;Станки фрезерные металлорежущие;edca666798a7ec10af8f560b4f76479e;643
Станок фрезерный СФ676-250/3-КМ4-0-0-ТР;2000000;20%;Штука;Описание: Станок фрезерный СФ676-250/3-КМ4-0-0-ТР || Продольный ход фрезерной головки: 450, Миллиметр || Ширина вертикального стола: 250, Миллиметр || Тип продукции по ПП РФ 616: Фрезерные станки || Масса: 1050, Килограмм || Ширина обрабатываемой поверхности: 300, Миллиметр || Длина обрабатываемой поверхности: 800, Миллиметр || Высота: 1780, Миллиметр || Ширина: 1240, Миллиметр || Длина: 1200, Миллиметр || Поперечный ход фрезерной головки: 300, Миллиметр || Перемещение оси Х: 450, Миллиметр || Скорость фрезерования: 1000 || Тип: широкоуниверсальный || Перемещение осиY: 300, Миллиметр || Перемещение оси Z: 380, Миллиметр || Мощность: 3.12, Киловатт || Описание: Станок фрезерный СФ676-250/3-КМ4-0-0-ТР;28.41.22.130;Станки фрезерные металлорежущие;edca666798a7ec10af8f560b4f76479e;643
Станок фрезерный СФ676-250/3-КМ4-0-0-ШВП;2000000;20%;Штука;Описание: Станок фрезерный СФ676-250/3-КМ4-0-0-ШВП || Скорость фрезерования: 1000 || Продольный ход фрезерной головки: 450, Миллиметр || Поперечный ход фрезерной головки: 300, Миллиметр || Длина: 1200, Миллиметр || Тип: широкоуниверсальный || Ширина: 1240, Миллиметр || Высота: 1780, Миллиметр || Длина обрабатываемой поверхности: 800, Миллиметр || Ширина обрабатываемой поверхности: 300, Миллиметр || Масса: 1050, Килограмм || Тип продукции по ПП РФ 616: Фрезерные станки || Ширина вертикального стола: 250, Миллиметр || Перемещение оси Х: 450, Миллиметр || Перемещение осиY: 300, Миллиметр || Перемещение оси Z: 380, Миллиметр || Мощность: 3.12, Киловатт || Описание: Станок фрезерный СФ676-250/3-КМ4-0-0-ШВП;28.41.22.130;Станки фрезерные металлорежущие;edca666798a7ec10af8f560b4f76479e;643
Станок фрезерный СФ676-250/4-40АТ5-М-Ф2-ТР;2250000;20%;Штука;Описание: Станок фрезерный СФ676-250/4-40АТ5-М-Ф2-ТР || Ширина обрабатываемой поверхности: 300, Миллиметр || Мощность: 3.12, Киловатт || Перемещение оси Z: 380, Миллиметр || Перемещение осиY: 300, Миллиметр || Перемещение оси Х: 450, Миллиметр || Ширина вертикального стола: 250, Миллиметр || Тип продукции по ПП РФ 616: Фрезерные станки || Масса: 1050, Килограмм || Длина обрабатываемой поверхности: 800, Миллиметр || Высота: 1780, Миллиметр || Ширина: 1240, Миллиметр || Длина: 1200, Миллиметр || Поперечный ход фрезерной головки: 300, Миллиметр || Продольный ход фрезерной головки: 450, Миллиметр || Скорость фрезерования: 1000 || Тип: широкоуниверсальный || Описание: Станок фрезерный СФ676-250/4-40АТ5-М-Ф2-ТР;28.41.22.130;Станки фрезерные металлорежущие;edca666798a7ec10af8f560b4f76479e;643
Станок фрезерный СФ676-250/4-40АТ5-М-Ф2-ШВП;2250000;20%;Штука;Описание: Станок фрезерный СФ676-250/4-40АТ5-М-Ф2-ШВП || Скорость фрезерования: 1000 || Продольный ход фрезерной головки: 450, Миллиметр || Поперечный ход фрезерной головки: 300, Миллиметр || Длина: 1200, Миллиметр || Ширина: 1240, Миллиметр || Высота: 1780, Миллиметр || Длина обрабатываемой поверхности: 800, Миллиметр || Ширина обрабатываемой поверхности: 300, Миллиметр || Тип: широкоуниверсальный || Масса: 1050, Килограмм || Тип продукции по ПП РФ 616: Фрезерные станки || Ширина вертикального стола: 250, Миллиметр || Перемещение оси Х: 450, Миллиметр || Перемещение осиY: 300, Миллиметр || Перемещение оси Z: 380, Миллиметр || Мощность: 3.12, Киловатт || Описание: Станок фрезерный СФ676-250/4-40АТ5-М-Ф2-ШВП;28.41.22.130;Станки фрезерные металлорежущие;edca666798a7ec10af8f560b4f76479e;643
Станок фрезерный СФ676-250/4-КМ4-М-Ф2-ТР;2250000;20%;Штука;Описание: Станок фрезерный СФ676-250/4-КМ4-М-Ф2-ТР || Тип: широкоуниверсальный || Скорость фрезерования: 1000 || Продольный ход фрезерной головки: 450, Миллиметр || Поперечный ход фрезерной головки: 300, Миллиметр || Длина: 1200, Миллиметр || Ширина: 1240, Миллиметр || Высота: 1780, Миллиметр || Длина обрабатываемой поверхности: 800, Миллиметр || Ширина обрабатываемой поверхности: 300, Миллиметр || Масса: 1050, Килограмм || Тип продукции по ПП РФ 616: Фрезерные станки || Ширина вертикального стола: 250, Миллиметр || Перемещение оси Х: 450, Миллиметр || Перемещение осиY: 300, Миллиметр || Перемещение оси Z: 380, Миллиметр || Мощность: 3.12, Киловатт || Описание: Станок фрезерный СФ676-250/4-КМ4-М-Ф2-ТР;28.41.22.130;Станки фрезерные металлорежущие;edca666798a7ec10af8f560b4f76479e;643
Станок фрезерный СФ676-250/4-КМ4-М-Ф2-ШВП;2250000;20%;Штука;Описание: Станок фрезерный СФ676-250/4-КМ4-М-Ф2-ШВП || Ширина обрабатываемой поверхности: 300, Миллиметр || Тип: широкоуниверсальный || Скорость фрезерования: 1000 || Продольный ход фрезерной головки: 450, Миллиметр || Поперечный ход фрезерной головки: 300, Миллиметр || Длина: 1200, Миллиметр || Ширина: 1240, Миллиметр || Высота: 1780, Миллиметр || Длина обрабатываемой поверхности: 800, Миллиметр || Масса: 1050, Килограмм || Тип продукции по ПП РФ 616: Фрезерные станки || Ширина вертикального стола: 250, Миллиметр || Перемещение оси Х: 450, Миллиметр || Перемещение осиY: 300, Миллиметр || Перемещение оси Z: 380, Миллиметр || Мощность: 3.12, Киловатт || Описание: Станок фрезерный СФ676-250/4-КМ4-М-Ф2-ШВП;28.41.22.130;Станки фрезерные металлорежущие;edca666798a7ec10af8f560b4f76479e;643
Станок фрезерный СФ676-250/3-40АТ5-М-Ф2-ТР;2250000;20%;Штука;Описание: Станок фрезерный СФ676-250/3-40АТ5-М-Ф2-ТР || Тип: широкоуниверсальный || Скорость фрезерования: 1000 || Продольный ход фрезерной головки: 450, Миллиметр || Поперечный ход фрезерной головки: 300, Миллиметр || Длина: 1200, Миллиметр || Ширина: 1240, Миллиметр || Высота: 1780, Миллиметр || Длина обрабатываемой поверхности: 800, Миллиметр || Ширина обрабатываемой поверхности: 300, Миллиметр || Масса: 1050, Килограмм || Тип продукции по ПП РФ 616: Фрезерные станки || Ширина вертикального стола: 250, Миллиметр || Перемещение оси Х: 450, Миллиметр || Перемещение осиY: 300, Миллиметр || Перемещение оси Z: 380, Миллиметр || Мощность: 3.12, Киловатт || Описание: Станок фрезерный СФ676-250/3-40АТ5-М-Ф2-ТР;28.41.22.130;Станки фрезерные металлорежущие;edca666798a7ec10af8f560b4f76479e;643
Станок фрезерный СФ676-250/3-40АТ5-М-Ф2-ШВП;2250000;20%;Штука;Описание: Станок фрезерный СФ676-250/3-40АТ5-М-Ф2-ШВП || Тип: широкоуниверсальный || Скорость фрезерования: 1000 || Продольный ход фрезерной головки: 450, Миллиметр || Поперечный ход фрезерной головки: 300, Миллиметр || Длина: 1200, Миллиметр || Ширина: 1240, Миллиметр || Высота: 1780, Миллиметр || Длина обрабатываемой поверхности: 800, Миллиметр || Мощность: 3.12, Киловатт || Ширина обрабатываемой поверхности: 300, Миллиметр || Масса: 1050, Килограмм || Тип продукции по ПП РФ 616: Фрезерные станки || Ширина вертикального стола: 250, Миллиметр || Перемещение оси Х: 450, Миллиметр || Перемещение осиY: 300, Миллиметр || Перемещение оси Z: 380, Миллиметр || Описание: Станок фрезерный СФ676-250/3-40АТ5-М-Ф2-ШВП;28.41.22.130;Станки фрезерные металлорежущие;edca666798a7ec10af8f560b4f76479e;643
Станок фрезерный СФ676-250/3-КМ4-М-Ф2-ТР;2250000;20%;Штука;Описание: Станок фрезерный СФ676-250/3-КМ4-М-Ф2-ТР || Скорость фрезерования: 1000 || Тип: широкоуниверсальный || Продольный ход фрезерной головки: 450, Миллиметр || Поперечный ход фрезерной головки: 300, Миллиметр || Длина: 1200, Миллиметр || Ширина: 1240, Миллиметр || Высота: 1780, Миллиметр || Длина обрабатываемой поверхности: 800, Миллиметр || Ширина обрабатываемой поверхности: 300, Миллиметр || Масса: 1050, Килограмм || Тип продукции по ПП РФ 616: Фрезерные станки || Ширина вертикального стола: 250, Миллиметр || Перемещение оси Х: 450, Миллиметр || Перемещение осиY: 300, Миллиметр || Перемещение оси Z: 380, Миллиметр || Мощность: 3.12, Киловатт || Описание: Станок фрезерный СФ676-250/3-КМ4-М-Ф2-ТР;28.41.22.130;Станки фрезерные металлорежущие;edca666798a7ec10af8f560b4f76479e;643
Станок фрезерный СФ676-250/3-КМ4-М-Ф2-ШВП;2250000;20%;Штука;Описание: Станок фрезерный СФ676-250/3-КМ4-М-Ф2-ШВП || Перемещение оси Х: 450, Миллиметр || Ширина вертикального стола: 250, Миллиметр || Тип продукции по ПП РФ 616: Фрезерные станки || Масса: 1050, Килограмм || Ширина обрабатываемой поверхности: 300, Миллиметр || Длина обрабатываемой поверхности: 800, Миллиметр || Высота: 1780, Миллиметр || Ширина: 1240, Миллиметр || Длина: 1200, Миллиметр || Поперечный ход фрезерной головки: 300, Миллиметр || Продольный ход фрезерной головки: 450, Миллиметр || Скорость фрезерования: 1000 || Тип: широкоуниверсальный || Мощность: 3.12, Киловатт || Перемещение осиY: 300, Миллиметр || Перемещение оси Z: 380, Миллиметр || Описание: Станок фрезерный СФ676-250/3-КМ4-М-Ф2-ШВП;28.41.22.130;Станки фрезерные металлорежущие;edca666798a7ec10af8f560b4f76479e;643
Станок фрезерный СФ676-250/4-40АТ5-0-Ф2-ТР;2250000;20%;Штука;Описание: Станок фрезерный СФ676-250/4-40АТ5-0-Ф2-ТР || Масса: 1050, Килограмм || Длина обрабатываемой поверхности: 800, Миллиметр || Высота: 1780, Миллиметр || Ширина: 1240, Миллиметр || Мощность: 3.12, Киловатт || Перемещение оси Z: 380, Миллиметр || Перемещение осиY: 300, Миллиметр || Перемещение оси Х: 450, Миллиметр || Тип: широкоуниверсальный || Скорость фрезерования: 1000 || Продольный ход фрезерной головки: 450, Миллиметр || Поперечный ход фрезерной головки: 300, Миллиметр || Длина: 1200, Миллиметр || Ширина вертикального стола: 250, Миллиметр || Тип продукции по ПП РФ 616: Фрезерные станки || Ширина обрабатываемой поверхности: 300, Миллиметр || Описание: Станок фрезерный СФ676-250/4-40АТ5-0-Ф2-ТР;28.41.22.130;Станки фрезерные металлорежущие;edca666798a7ec10af8f560b4f76479e;643
Станок фрезерный СФ676-250/4-40АТ5-0-Ф2-ШВП;2250000;20%;Штука;Описание: Станок фрезерный СФ676-250/4-40АТ5-0-Ф2-ШВП || Длина обрабатываемой поверхности: 800, Миллиметр || Перемещение оси Z: 380, Миллиметр || Мощность: 3.12, Киловатт || Перемещение оси Х: 450, Миллиметр || Тип: широкоуниверсальный || Скорость фрезерования: 1000 || Продольный ход фрезерной головки: 450, Миллиметр || Поперечный ход фрезерной головки: 300, Миллиметр || Длина: 1200, Миллиметр || Ширина: 1240, Миллиметр || Высота: 1780, Миллиметр || Перемещение осиY: 300, Миллиметр || Ширина обрабатываемой поверхности: 300, Миллиметр || Масса: 1050, Килограмм || Тип продукции по ПП РФ 616: Фрезерные станки || Ширина вертикального стола: 250, Миллиметр || Описание: Станок фрезерный СФ676-250/4-40АТ5-0-Ф2-ШВП;28.41.22.130;Станки фрезерные металлорежущие;edca666798a7ec10af8f560b4f76479e;643
Станок фрезерный СФ676-250/4-КМ4-0-Ф2-ТР;2250000;20%;Штука;Описание: Станок фрезерный СФ676-250/4-КМ4-0-Ф2-ТР || Перемещение оси Х: 450, Миллиметр || Перемещение осиY: 300, Миллиметр || Перемещение оси Z: 380, Миллиметр || Мощность: 3.12, Киловатт || Ширина вертикального стола: 250, Миллиметр || Тип продукции по ПП РФ 616: Фрезерные станки || Масса: 1050, Килограмм || Ширина обрабатываемой поверхности: 300, Миллиметр || Длина обрабатываемой поверхности: 800, Миллиметр || Высота: 1780, Миллиметр || Ширина: 1240, Миллиметр || Длина: 1200, Миллиметр || Поперечный ход фрезерной головки: 300, Миллиметр || Продольный ход фрезерной головки: 450, Миллиметр || Скорость фрезерования: 1000 || Тип: широкоуниверсальный || Описание: Станок фрезерный СФ676-250/4-КМ4-0-Ф2-ТР;28.41.22.130;Станки фрезерные металлорежущие;edca666798a7ec10af8f560b4f76479e;643
Станок фрезерный СФ676-250/4-КМ4-0-Ф2-ШВП;2250000;20%;Штука;Описание: Станок фрезерный СФ676-250/4-КМ4-0-Ф2-ШВП || Ширина обрабатываемой поверхности: 300, Миллиметр || Мощность: 3.12, Киловатт || Перемещение осиY: 300, Миллиметр || Перемещение оси Х: 450, Миллиметр || Ширина вертикального стола: 250, Миллиметр || Перемещение оси Z: 380, Миллиметр || Тип продукции по ПП РФ 616: Фрезерные станки || Масса: 1050, Килограмм || Длина обрабатываемой поверхности: 800, Миллиметр || Высота: 1780, Миллиметр || Ширина: 1240, Миллиметр || Длина: 1200, Миллиметр || Поперечный ход фрезерной головки: 300, Миллиметр || Продольный ход фрезерной головки: 450, Миллиметр || Скорость фрезерования: 1000 || Тип: широкоуниверсальный || Описание: Станок фрезерный СФ676-250/4-КМ4-0-Ф2-ШВП;28.41.22.130;Станки фрезерные металлорежущие;edca666798a7ec10af8f560b4f76479e;643
Станок фрезерный СФ676-250/3-40АТ5-0-Ф2-ТР;2250000;20%;Штука;Описание: Станок фрезерный СФ676-250/3-40АТ5-0-Ф2-ТР || Скорость фрезерования: 1000 || Продольный ход фрезерной головки: 450, Миллиметр || Поперечный ход фрезерной головки: 300, Миллиметр || Длина: 1200, Миллиметр || Ширина: 1240, Миллиметр || Высота: 1780, Миллиметр || Длина обрабатываемой поверхности: 800, Миллиметр || Ширина обрабатываемой поверхности: 300, Миллиметр || Тип: широкоуниверсальный || Масса: 1050, Килограмм || Тип продукции по ПП РФ 616: Фрезерные станки || Ширина вертикального стола: 250, Миллиметр || Перемещение оси Х: 450, Миллиметр || Перемещение осиY: 300, Миллиметр || Перемещение оси Z: 380, Миллиметр || Мощность: 3.12, Киловатт || Описание: Станок фрезерный СФ676-250/3-40АТ5-0-Ф2-ТР;28.41.22.130;Станки фрезерные металлорежущие;edca666798a7ec10af8f560b4f76479e;643
Станок фрезерный СФ676-250/3-40АТ5-0-Ф2-ШВП;2250000;20%;Штука;Описание: Станок фрезерный СФ676-250/3-40АТ5-0-Ф2-ШВП || Тип: широкоуниверсальный || Скорость фрезерования: 1000 || Продольный ход фрезерной головки: 450, Миллиметр || Поперечный ход фрезерной головки: 300, Миллиметр || Длина: 1200, Миллиметр || Ширина: 1240, Миллиметр || Высота: 1780, Миллиметр || Длина обрабатываемой поверхности: 800, Миллиметр || Ширина обрабатываемой поверхности: 300, Миллиметр || Масса: 1050, Килограмм || Тип продукции по ПП РФ 616: Фрезерные станки || Ширина вертикального стола: 250, Миллиметр || Перемещение оси Х: 450, Миллиметр || Перемещение осиY: 300, Миллиметр || Перемещение оси Z: 380, Миллиметр || Мощность: 3.12, Киловатт || Описание: Станок фрезерный СФ676-250/3-40АТ5-0-Ф2-ШВП;28.41.22.130;Станки фрезерные металлорежущие;edca666798a7ec10af8f560b4f76479e;643
Станок фрезерный СФ676-250/3-КМ4-0-Ф2-ТР;2250000;20%;Штука;Описание: Станок фрезерный СФ676-250/3-КМ4-0-Ф2-ТР || Ширина обрабатываемой поверхности: 300, Миллиметр || Тип: широкоуниверсальный || Скорость фрезерования: 1000 || Продольный ход фрезерной головки: 450, Миллиметр || Поперечный ход фрезерной головки: 300, Миллиметр || Длина: 1200, Миллиметр || Ширина: 1240, Миллиметр || Высота: 1780, Миллиметр || Длина обрабатываемой поверхности: 800, Миллиметр || Масса: 1050, Килограмм || Тип продукции по ПП РФ 616: Фрезерные станки || Ширина вертикального стола: 250, Миллиметр || Перемещение оси Х: 450, Миллиметр || Перемещение осиY: 300, Миллиметр || Перемещение оси Z: 380, Миллиметр || Мощность: 3.12, Киловатт || Описание: Станок фрезерный СФ676-250/3-КМ4-0-Ф2-ТР;28.41.22.130;Станки фрезерные металлорежущие;edca666798a7ec10af8f560b4f76479e;643
Станок фрезерный СФ676-250/4-40АТ5-М-Ф3-ТР;2333333.33;20%;Штука;Описание: Станок фрезерный СФ676-250/4-40АТ5-М-Ф3-ТР || Тип: широкоуниверсальный || Скорость фрезерования: 1000 || Продольный ход фрезерной головки: 450, Миллиметр || Поперечный ход фрезерной головки: 300, Миллиметр || Длина: 1200, Миллиметр || Ширина: 1240, Миллиметр || Высота: 1780, Миллиметр || Длина обрабатываемой поверхности: 800, Миллиметр || Мощность: 3.12, Киловатт || Ширина обрабатываемой поверхности: 300, Миллиметр || Масса: 1050, Килограмм || Тип продукции по ПП РФ 616: Фрезерные станки || Ширина вертикального стола: 250, Миллиметр || Перемещение оси Х: 450, Миллиметр || Перемещение осиY: 300, Миллиметр || Перемещение оси Z: 380, Миллиметр || Описание: Станок фрезерный СФ676-250/4-40АТ5-М-Ф3-ТР;28.41.22.130;Станки фрезерные металлорежущие;edca666798a7ec10af8f560b4f76479e;643
