product_name;price;product_vat_rate;product_msr;product_characteristics;okpd2_code;okpd2_name;inn;country_code
Батарейки GP ААА 24A-2CRVS40, 40шт/уп.;2407.0;20%;Упаковка;Количество в упаковке: 40.0шт || Вид  упаковки: блистер || Количество упаковок в транспортной коробке: 6 || Напряжение: 1.5В || Страна производитель: Китай || Технология изготовления: алкалиновая || Типоразмер элемента питания: AAA LR03 (мизинчиковые) || Описание: Батарейки GP ААА 24A-2CRVS40, 40шт/уп.;27.20.11.000;Элементы первичные и батареи первичных элементов;b711eb14ed10ebb2dc87d8cffe6a10df;156
Зелень берграсс;50.0;Без НДС;Упаковка;Описание: Зелень берграсс || Длина: 50см || Листья без заломов: True || Зелень: берграсс || Цвет растения: Зеленый || Вес: 100г || Вид товара: Цветок,растение,товар для озеленения;01.19.21.190;Цветы срезанные прочие;f21e1a3cb01ef4cebedb690c00df84fb;288
Доводчик Palladium 1060 серебро;2350.0;Без НДС;Штука;Варианты монтажа: Параллельный  рычаг, перпендикулярный рычаг || Вес: 40-60г || Особенности: Влаго и морозостойкий || Рабочая температура: -35 +45[0*]С || Размер двери: 1000*2100мм || Цвет доводчика: Серебро || Описание: Доводчик Palladium 1060 серебро;22.29.26.119;Фурнитура и аналогичные пластмассовые изделия, прочие;2c64463f16fb19adcb0e2c5c18a4d027;156
Муфта концевая 4ПКНТпб-1 (150-240) М;3523.66;20%;Комплект;Вид изоляции: Пластмассовая || Количество жил: 4шт || Комплектация: Термоусаживаемые элементы, припой, жир паяльный, провод заземления, наконечники болтовые. || Напряжение: 1.0кВ || Номинальное поперечное сечение: 150-240мм[2*] || Описание: Муфта концевая 4ПКНТпб-1 (150-240) М;27.33.13.130;Арматура кабельная;12c3d9b1873f1655d9167765df88b73d;""
Вантуз Мега SV4078;288.2;20%;Штука;Артикул: 778190 || Материал изделия: поливинилхлорид || Страна производства: Россия || Описание: Вантуз Мега SV4078;22.29.23;Посуда столовая и кухонная, прочие предметы домашнего обихода и предметы туалета пластмассовые;b711eb14ed10ebb2dc87d8cffe6a10df;""
Эмаль для радиаторов Luxens 1 кг;830.0;Без НДС;Штука;Описание: Эмаль для радиаторов Luxens 1 кг || Тип: акриловая || Виды товаров строительных: Материал || Моющаяся: True || Вес: 1.0кг || Вид материала: Лакокрасочный || Вид продукции: Товары || Вид товара: Эмаль || Вид товаров: Товары для ремонта или строительства || Виды материалов лакокрасочных, покрытий наносимых (кроме огнезащитных): Эмали || Назначение: для радиаторов || Цвет: Белый || Степень глянца: полуглянцевый;20.30.12.130;Эмали на основе сложных полиэфиров, акриловых или виниловых полимеров в неводной среде;ba52f87897b33c660d9b58f8d7c8a3e1;643
Картридж лазерный CACTUS (CS-CF412X) для HP LaserJet Pro M477fdn/fdw/M452dn/nw, желтый, ресурс 5000 стр.;1969.82;20%;Штука;Тип расходного материала: совместимый || Вес: 0.001кг || Количество в упаковке: 1шт || Ресурс при 5% заполнении листа А4: 5000копий || Тип печати: для лазерной печати || Описание: Картридж лазерный CACTUS (CS-CF412X) для HP LaserJet Pro M477fdn/fdw/M452dn/nw, желтый, ресурс 5000 стр.;26.20;Компьютеры и периферийное оборудование;3ce5397064adfec4f56a7eeba43325ca;""
Бор турбинный (876.314.164.080.018);37.8;Без НДС;Штука;Форма: Конусная, заостренная || Цветовая кодировка: Зеленый || Головка: Алмазная || Диаметр: 1.8мм || Виды работ: используются для всех видов стоматологических и зуботехнических работ: препарирования, корректировки, обтачивания, выравнивания, косметической отделки и др. || Длина рабочей части: 8.0мм || Зернистость: Грубая || Материал: Металл || Назначение: предназначен для обработки твердых тканей зуба и других материалов, используемых в стоматологии, при работе с различными зубоврачебными наконечниками в клинических условиях. || Область применения: Стоматология || Обрабатываемая поверхность: эмаль, дентин, челюстная кость, амальгама, керамика, фарфор, цементы, металлические сплавы, композитные материалы, драгоценные металлы. || Тип хвостовика: Стандарт || Описание: Бор турбинный (876.314.164.080.018);32.50.11;Инструменты и приспособления стоматологические;c2c3bea3f9fe8262cea420f1b6d3772b;643
Чай Ronnefeldt Teavelope English breakfast черн., 25пакx1,5гр/уп;580.8;20%;Упаковка;Тип упаковки: картонная || Тип чая: черный || Вес: 38г || Вид чая: пакетированный || Вкус: классический || Количество штук в транспортном коробе: 10шт || Наличие индивидуального пакетика: True || Срок хранения от даты производства (месяцев): 24 || Страна производства: Германия || Тип пакетика: стандартный || Описание: Чай Ronnefeldt Teavelope English breakfast черн., 25пакx1,5гр/уп;10.83.13.120;Чай черный (ферментированный) в упаковках массой не более 3 кг;b711eb14ed10ebb2dc87d8cffe6a10df;""
Шайло;665.0;10%;Штука;Isbn: 978-5-907180-65-9 || Автор/авторский коллектив: Рейнольдс, Н.Ф. || Год издания: 2021 || Количество страниц: 159шт || Тип обложки: Твердая бумажная || Формат: 60х84х16мм || Описание: Шайло;58.11.11.000;Учебники печатные общеобразовательного назначения;c09bf34647e0c43437ad6f51961c9fee;643
Мусс для волос Schwarzkopf Professional сверхсильная фиксация 500 мл;720.0;Без НДС;Штука;Количество штук в упаковке_(2): 1шт || Объем/вес:: 500см[3*] мл || Степень фиксации: сверхсильная || Тип волос: все || Тип средства: мусс || Эффект от использования: блеск || Описание: Мусс для волос Schwarzkopf Professional сверхсильная фиксация 500 мл;20.42.16;Шампуни, лаки для волос, средства для завивки или распрямления волос;74fa69912d9fe08fdb17d89aa906d9ea;643
Гидравлический пресс с матрицами ПГ-300;5706.5;20%;Штука;Описание: Гидравлический пресс с матрицами ПГ-300 || Длина: 631.0мм || Вес нетто: 6.3кг || Вид инвентарь, инструменты: Инструмент ручной || Вид оборудования: Энергетическое оборудование || Вид ручного инструмента: Инструмент ручной прочий || Вид товаров: Оборудование || Высота: 94.0мм || Назначение: Ручной гидравлический пресс  предназначен для соединения проводов или оконцевания медных или алюминиевых наконечников. Благодаря малому весу и небольшим размерам инструментом удобно работать. Прочная конструкция обеспечивает длительный срок эксплуатации. || Ширина: 213.0мм;25.73.30;Инструмент ручной прочий;1d13e159b2c95709e3438f37c231fb47;""
Стенд Электробезопасность СТ336 (Пленка 1000 x 1000 комплект из 2 стендов);4050.0;Без НДС;Штука;Вес: 0.2кг || Вид  магнитно-маркерных досок, флипчартов: Стенды, таблички, карманы информационные || Вид материала таблички: Самоклеящаяся пленка || Вид офисных принадлежностей: Доски магнитно-маркерные, флипчарты, стенды, таблички, демонстрационные системы || Вид продукции: Товары || Вид товара: Стенд информационный || Вид товаров: Офисные принадлежности || Высота: 100.0см || Количество стендов в комплекте: 2шт || Производитель: ООО Тулупов || Тип стенда информационного: Настенный || Толщина пленки самоклеящейся: 300мкм || Ширина: 100.0см || Описание: Стенд Электробезопасность СТ336 (Пленка 1000 x 1000 комплект из 2 стендов);22.29.29.190;Изделия пластмассовые прочие, не включенные в другие группировки;0c6feba94b3c62c47c16acf7e6c5f568;643
Веревка;500.0;Без НДС;Штука;Длина: 100м || Диаметр: 4мм || Цвет: Белый || Материал: Капрон || Описание: Веревка;32.30.15.299;Изделия спортивные, инвентарь, включая тренировочный, прочие, не включенные в другие группировки;59bc8044cbbc018f78e7741918bd9cea;643
Клей для плитки и керамогранита Ceresit CM 14;1400.0;Без НДС;Штука;Жизнеспособность раствора: 30мин || Вес: 25.0кг || Вид сухой смеси: порошок || Водостойкий: True || Время корректировки плитки: 20мин || Материал назначения: Плитка облицовочная || Морозостойкость: да || Прочность на сжатие: 10МПа || Состав: цемент, минеральные заполнители, модифицирующие добавки, армирующие микроволокна || Температура выполнения работ: 5-30[0*]С || Толщина слоя: 2-15мм || Форма выпуска:: в бумажных пакетах || Цвет: Свето-серый || Описание: Клей для плитки и керамогранита Ceresit CM 14;20.52.10.190;Клеи прочие;df15b78e1740a4348070218176122f1c;""
Шкаф для одежды Стратегия широкий серый (836x435x2175 мм);14650.0;20%;Штука;Материал  изделия: ЛДСП || Цвет покрытия: серый/темно-серый || Ширина: 836.0мм || Вид товаров: Мебель общего назначения || Вид шкафов: Шкафы деревянные. || Виды мебели общего назначения: Шкафы || Виды шкафов деревянных: Шкафы для одежды деревянные || Высота шкафа: 2175.0мм || Гарантийный срок: 24мес || Глубина шкафа: 435.0мм || Материал кромки: ПВX || Описание: Шкаф для одежды Стратегия широкий серый (836x435x2175 мм);31.01.12.131;Шкафы для одежды деревянные;1a704f35389abe04eefc7026893dcb84;643
Сланцы для мальчика размер 26;500.0;Без НДС;Штука;Описание: Сланцы для мальчика размер 26 || Вид товаров: Обувь || Виды обуви: Обувь с верхом из резины или пластмассы || Виды обуви с верхом из резины или пластмассы: Обувь водонепроницаемая детская || Материал: ПВХ || Половой признак: Для мальчика || Размер: 26 || Цвет: черный || Вид продукции: Товары;15.20.11.130;Обувь водонепроницаемая детская;99d37d3e675b39a19cca8a4e4e37fdb9;643
Мыло туалетное Monpari Herbs of Provence (Травы Прованса) 200 гр.;127.5;Без НДС;Штука;Вес изделия нетто: 200г || Вид: ординарное || Гост/ту: ГОСТ 28546-2002 || Количество штук в транспортном коробе: 72шт || Отдушка: цветочная || Описание: Мыло туалетное Monpari Herbs of Provence (Травы Прованса) 200 гр.;20.41.31.110;Мыло туалетное твердое;c8a20551f94be3cee9ab5c081bade759;643
Маленькие слова (изучаем предлоги) С-399 МОЛ;290.0;10%;Штука;Описание: Маленькие слова (изучаем предлоги) С-399 МОЛ || Вес: 323г || Материал: Картон || Описание: Многовариантная, содержательная игра, которая познакомит детей с предлогами. Они будут понимать их пространственное значение (в игре есть понятные схемы для этого), научатся составлять предложения с предлогами, а для закрепления знаний и их совершенствования детям предлагается игра - ходилка с кубиком и фишками || Вид игрушки и игровое оборудование: Наборы игровые, кроме конструкторов || Вид продукции: Товары || В комплект включены: игровое поле - 1 шт., карты - 14 шт., фишки - 6 шт., кубик - 1 шт.,  правила игры || Вид товаров: Товары для детей || Вид товары для детей: Игрушки и игровое оборудование || Вид упаковки: коробка || Габариты коробки: 33х22х2,8см;32.40.39.120;Игрушки в наборах или комплектах, не включенные в другие группировки;9b1b593b2657048048fede4c7c8c0935;643
Набор кистей Эконом;500.0;Без НДС;Штука;Вид продукции: Товары || Вид товаров: Товары для творчества || Вид товаров для творчества: Кисть художественная || Количество в наборе: 6.0шт || Материал пучка кисти: Синтетика || Номер кисти: 0,4,8,12,18,22 || Форма пучка кисти: Круглая || Описание: Набор кистей Эконом;32.91.12.140;Кисти художественные, кисточки для письма;536a0cb4b49c5b7b86a8da80c426c0a3;""
Ложка для обуви Р-3, 15 см,узкий,100шт.;580.8;20%;Упаковка;Описание: Ложка для обуви Р-3, 15 см,узкий,100шт. || Артикул: 491545 || Количество штук в упаковке: 100шт || Тип: рожок для обуви || Упаковка: без упаковки || Ценовая категория: стандарт;20.42;Средства парфюмерные и косметические;b711eb14ed10ebb2dc87d8cffe6a10df;643
Знак безопасности Ведется видеонаблюдение (200х200, пленка);34.1;20%;Штука;Описание: Знак безопасности Ведется видеонаблюдение (200х200, пленка) || Схема вложения: 1шт || Материал: пленка || Принадлежность к группе: знаки указательные || Формат: 200x200 мммм;22.29.29.190;Изделия пластмассовые прочие, не включенные в другие группировки;b711eb14ed10ebb2dc87d8cffe6a10df;643
Пена монтажная огнеупорная в баллонах 500 мл;600.0;Без НДС;Штука;Вид изделия: Для пистолета || Вид материала: Строительный материал || Вид продукции: Товары || Вид товаров: Товары для ремонта или строительства || Виды материалов уплотняющих, герметиков, клеев: Материалы уплотняющие, герметики, клеи прочие || Виды строительных материалов: Материалы уплотняющие, герметики, клеи || Виды товаров строительных: Материал || Время полного отверждения: 24час || Максимальная температура применения: 30[0*]С || Объем: 500миллилитр || Особенность: огнеупорная || Срок годности: 18мес || Описание: Пена монтажная огнеупорная в баллонах 500 мл;20.52.10.190;Клеи прочие;9490e9c922b5f37db0302fc6ca5b785d;643
Бумага цветная BRAUBERG, А4, 80г/м, 100 л, интенсив, желтая, для офисной техники, 112450;332.92;20%;Штука;Вид бумаги для офисной техники: Бумага для офисной техники цветная || Вид продукции: Товары || Вид товаров: Бумага || Интенсивность цвета: Интенсив || Количество листов в пачке: 100.0шт || Количество цветов в пачке: 1.0 || Масса бумаги площадью 1м2 , г: 80.0 || Формат: A4 || Цветовая гамма: Желтая || Описание: Бумага цветная BRAUBERG, А4, 80г/м, 100 л, интенсив, желтая, для офисной техники, 112450;17.12.14.129;Бумага печатная прочая;3ce5397064adfec4f56a7eeba43325ca;643
Очки защитные открытые UVEX Визитор прозрачные (арт произв 9161.005);1885.4;20%;Штука;Вес: 54.0г || Корректировка зрения: False || Использование с корригирующими очками: False || Защита от царапин: False || Регулировка дужек: False || Назначение очков: универсальные || Материал оправы: поликарбонат || Тип вентиляции: не применимо || Тип очков: открытые || Цвет линз: прозрачный || Вид: очки || Материал линзы: поликарбонат || Защита от запотевания: False || Страна производитель: Германия || Защита от ультрафиолетового излучения: False || Защита от кислот и щелочей: False || Описание: Очки защитные открытые UVEX Визитор прозрачные (арт произв 9161.005);32.99.11.199;Средства индивидуальной защиты прочие, не включенные в другие группировки;b711eb14ed10ebb2dc87d8cffe6a10df;""
Картридж лазерный NV PRINT (NV-FX10) для CANON i-SENSYS 4018/4120/4140, ресурс 2000 стр.;892.08;20%;Штука;Вес: 0.903кг || Количество в упаковке: 1шт || Ресурс при 5% заполнении листа А4: 2000копий || Тип печати: для лазерной печати || Тип расходного материала: совместимый || Описание: Картридж лазерный NV PRINT (NV-FX10) для CANON i-SENSYS 4018/4120/4140, ресурс 2000 стр.;26.20;Компьютеры и периферийное оборудование;3ce5397064adfec4f56a7eeba43325ca;""
Неулептил р-р д/внут 4% фл 125мл Авентис Фарма (Уотерфорд) Ирландия №1;1336.72;Без НДС;Штука;Международное непатентованное название: Перициазин || Дозированная форма: False || Дозировка: 4% || Жизненно-необходимые и важнейшие лекарственные препараты: True || Количество в первичной упаковке: 1 || Количество во вторичной упаковке: 1 || Объем индивидуальной упаковки: 125 мл || Лекарственная форма: раствор для приема внутрь || Наименование фасовки: ФЛАКОН || Описание: Неулептил р-р д/внут 4% фл 125мл Авентис Фарма (Уотерфорд) Ирландия №1;21.20.10.235;Препараты психотропные;b9b18a58896e0e0daf3a3a6f6591f64a;""
Уголок УГФ-0(М) (65*18*2/3)У (500шт./кор.);7860.0;20%;Штука;Вес: 0.02кг || Количество в упаковке: 500шт || Материал: Оцинкованная сталь || Размер: 65x18х0,66мм || Страна производитель: Россия || Тип: УГФ-0 (М) || Описание: Уголок УГФ-0(М) (65*18*2/3)У (500шт./кор.);22.29.26.119;Фурнитура и аналогичные пластмассовые изделия, прочие;041da5abb21c65fb3bb478a02d9d91ad;""
Спец.одежда летняя Костюм муж. л20-КБР син/красн (р.56-58) 170-176;2361.7;20%;Штука;Описание: Спец.одежда летняя Костюм муж. л20-КБР син/красн (р.56-58) 170-176 || Артикул товара: 702400 || В составе комплекта (костюма): Куртка и брюки || Защитные свойства: от общих производственных загрязнений || Модель: л20-КБР || Размер: 56-58 || Рост: 170-176 || Светоотражающий элемент: True || Состав ткани: 65% полиэфир, 35% хлопок || Стандарты и нормативные документы: ГОСТ 27575-87 || Страна производитель: Россия || Цвет: синий/красный;14.12.30.160;Средства защиты от радиации и воздействия других неблагоприятных факторов внешней среды специализированные, не содержащие встроенных дыхательных аппаратов;b711eb14ed10ebb2dc87d8cffe6a10df;643
Шина Shihl Rollomatic ES 3/8 16 (40см) 1,6 60зв 11z;3290.0;20%;Штука;Назначение: для бензопил || Вес: 500г || Область применения: распил деревьев || Толщина: 8.0мм || Цвет: серебристый || Описание: Шина Shihl Rollomatic ES 3/8 16 (40см) 1,6 60зв 11z;28.29.8;Части прочего оборудования общего назначения, не включенного в другие группировки;825a7881ea3929a433a3bb309a560bc5;276
Подводка гибкая для смесителя 0,5м;300.0;Без НДС;Пара (2 шт.);Описание: Подводка гибкая для смесителя 0,5м || Диаметр резьбы: 1/2дюйм || Длина: 50см || Максимальная рабочая температура: 100[0*]С || Максимальное рабочее давление: 20бар || Оплетка: нержавеющая сталь;28.14.12.110;Краны, клапаны для раковин, моек, биде, унитазов, ванн и аналогичная арматура;8ec30f4a2767a82d4057ee97ebbad660;""
Чехол «ОРСО» на песочницу из ткани OXFORD 600D PU 1000 Плотность: 230 грамм, снизу по периметру на резинке, размер 1950*1950*200 миллиметров);3250.0;Без НДС;Штука;Ширина: 1950мм || Вид продукции: Товары || Вид товаров: Элемент благоустройства территории || Виды оборудования для дворовых территорий: Оборудование для дворовых территорий прочее || Виды элементов благоустройства территории: Оборудование для дворовых территорий || Водоотталкивающая пропитка: 1000 PU || Длина: 1950мм || Наличие фирменной бирки производителя на чехле: True || Основные цвета: Красный, синий, желтый, зеленый || Особенности: По низу идет оборка с усиленной резинкой, что прочно фиксирует чехол на песочнице. Наличие фирменной бирки производителя ООООРСО на чехле, текстильная этикетка-состав || Плотность: 230гр/м2 || Страна производитель: Россия || Ткань: ОКСФОРД (OXFORD) 600D || Описание: Чехол «ОРСО» на песочницу из ткани OXFORD 600D PU 1000 Плотность: 230 грамм, снизу по периметру на резинке, размер 1950*1950*200 миллиметров);22.23.20.000;Здания быстровозводимые из пластмасс;5226f9bcfa13035f620316d702712d93;643
Автошина Cordiant Business CA 185/75 R16C 104/102Q;5500.0;20%;Штука;Категория использования шины: Всесезонные || Категория скорости: Q || Назначение пневматических шин: Легкогрузовой || Наличие шипов: Нет || Номинальная ширина профиля: 185.0мм || Номинальное отношение высоты профиля шины к ее ширине: 75.0% || Радиус: 16 || Способ герметизации шины: Бескамерные || Тип конструкции пневматических шин: Радиальная || Усиление: C || Вид: Шины, покрышки и камеры резиновые || Вид запасные части: Колеса, шины, покрышки и камеры резиновые и комплектующие, принадлежности и изделия крепежные для ремонта шин и колес || Вид товаров: Транспортные средства || Вид шин, покрышек и камер резиновых: Шины пневматические для легкового автомобиля || Индекс нагрузки: 104.0 || Использование технологии усиления прочности шин (RunFlat): Нет || Описание: Автошина Cordiant Business CA 185/75 R16C 104/102Q;22.11.11.000;Шины и покрышки пневматические для легковых автомобилей новые;7b0e56cb494f6edf3e9ae2fd01ffdb01;643
Стул для столовых UD_Нео СМ7/1-03 карк.серебр.метал. к/з-бежевый К-10;2842.0;20%;Штука;Материал обивки: искусственная кожа || Цвет обивки: бежевый || Артикул: 162218 || В собранном виде: True || Гарантийный срок: 6 || Каркас: металл/серебристый || Наличие в салоне: False || Описание: Стул для столовых UD_Нео СМ7/1-03 карк.серебр.метал. к/з-бежевый К-10;31.01.11.150;Мебель для сидения, преимущественно с металлическим каркасом;1a704f35389abe04eefc7026893dcb84;""
Мешки для мусора 30 л, черные, в рулоне 30 шт., ПНД, 8 мкм, 50х60 см (±5%), стандарт, ОФИСМАГ;70.0;20%;Штука;Ароматизированные: False || Биоразлагаемые: False || Длина: 600.0мм || Количество в рулоне: 30.0шт || Масса: 94г || Материал: ПНД || Наличие ручек/завязок: False || Объем: 30.0л дм[3*] || Прочность: стандартная || Тип дна: крестообразное || Тип упаковки: рулон || Цвет: черный || Ширина: 500.0мм || Описание: Мешки для мусора 30 л, черные, в рулоне 30 шт., ПНД, 8 мкм, 50х60 см (±5%), стандарт, ОФИСМАГ;22.22.1;Изделия пластмассовые упаковочные;4ab9274983f11bee87e8b6331fdf3e92;643
Трубка K-FLEX 19x076-2 ST;1410.0;Без НДС;Штука;Описание: Трубка K-FLEX 19x076-2 ST || Материал: Вспененный каучук || Толщина материала: 19.0мм || Вид продукции: Товары || Вид товаров: Товары для ремонта или строительства || Виды материалов изоляционных: Материалы теплоизоляционные || Виды материалов теплоизоляционных: Материалы теплоизоляционные полимерные || Виды строительных материалов: Изоляционный материал || Виды товаров строительных: Материал || Вид материала: Строительный материал || Внутренний диаметр: 76мм || Длина материала: 2000.0мм;23.99.19.111;Материалы и изделия минеральные теплоизоляционные;a42b52f0cbe2d1ce64dfaf67fe40697d;643
Грабли веерные с компенсатором Mr.Logo Арт.:7214;1680.0;Без НДС;Штука;Высота: 36.0см || Количество зубцов: 18.0шт || Крепление накладки: На болтах || Наличие накладки: Да || Наличие усиливающей пластины в области посадки черенка: Да || Грабли регулируемые: Нет || Тип граблей: Веерные || Вид материала: Металл || Вид материала накладки: Сталь || Вид материала рабочей части: Сталь || Вид материала усиливающей пластины в области посадки черенка: Сталь || Вид товара: Грабли || Вид товаров: Хозяйственные товары || Вид хозяйственные товары: Уборочный инвентарь || Виды инвентаря уборочного: Инвентарь уборочный металлический || Описание: Грабли веерные с компенсатором Mr.Logo Арт.:7214;25.99;Металлоизделия готовые прочие, не включенные в другие группировки;618cd46376e899cc3e3ff592b896c245;158
Жилет Клара размер 38;900.0;Без НДС;Штука;Описание: Жилет Клара размер 38 || Вид застежки: пуговицы по переду || Вид одежда: Одежда для детей || Вид продукции: Товары || Вид товаров: Одежда || Виды одежды для детей: Одежда для детей форменная || Материал: полиэстер || Размер: 38 || Цвет: серый;14.1;Одежда, кроме одежды из меха;c8a20551f94be3cee9ab5c081bade759;643
Труба стальная водогазопроводная оцинкованная;1130.0;Без НДС;Погонный метр;Описание: Труба стальная водогазопроводная оцинкованная || Вид товаров: Товары для ремонта или строительства || Материал: сталь || Вид продукции: Товары || Покрытие: оцинкованные || Виды товаров строительных: Деталь трубопровода || Вид труб и деталей трубопровода: Трубы и детали трубопроводов из черных металлов || Виды труб и деталей трубопроводов из черных металлов: Трубы стальные водогазопроводные || Тип: водогазопроводная || Виды труб и деталей трубопроводов: Трубы и детали трубопроводов металлические || Внешний диаметр: 50.0мм || Толщина стенки: 3.5мм;24.20.13.160;Трубы стальные водогазопроводные;bd9d56f5caef66094a75919fa11a2903;643
Кубок 6460А;1820.0;Без НДС;Штука;Описание: Кубок 6460А || Вид награды: Кубок || Вид продукции: Товары || Вид товаров: Сувениры || Высота: 360мм || Диаметр: 100мм || Материал основания: Мрамор || Размер шильды: 52x15мм || Цвет основания: Золото || Цвет чаши: Золото;32.13.10.120;Награды;8dfa6c0beac7628a6f738ef6bc1535ee;643
Инсектицидное средство «СГИНЬ! №57» Борная бомба от тараканов;59.0;20%;Штука;Описание: Инсектицидное средство «СГИНЬ! №57» Борная бомба от тараканов || Количество в упаковке: 1.0шт || Вид бытовая химия: Средства дезинсекционные || Вид товаров: Бытовая химия || Общее описание: Совершенно уникальное, ультрасовременное средство от тараканов, не имеющее аналогов. Своеобразная кормушка для тараканов. В качестве корма используется специальный кашеобразный состав, содержащий Борную кислоту и тяжелый яд (фипронил). Главные преимущества Бомбы: открытое расположение и полностью свободный доступ тараканов  возможность установки в любые, даже влажные места, которые особенно любят тараканы  большое количество приманки, собранное в одном месте создает мощный притягивающий эффект  усиленный двойной яд приводит к быстрой гибели всей популяции тараканов. || Подходит для: Места скопления насекомых. || Применение: Жилые помещения, объекты различных категорий. || Состав: Фипронил, борная кислота. || Торговая марка: Технологии Дохлокс;20.20.11;Инсектициды;c2c3bea3f9fe8262cea420f1b6d3772b;643
Стержень шариковый Pentel BKL7-С синий 144 мм (толщина линии 0.27 мм);58.63;20%;Штука;Вид товаров: Письменные принадлежности || Диаметр шарика: 0.7мм || Длина: 144.0мм || Единица продажи: поштучно || Количество штук в упаковке: 1 || Расходный материал: Стержни для ручек канцелярских || Стержень для шариковой ручки: Pentel BKL7-C || Страна происхождения: ИНДИЯ || Толщина линии письма: 0.27мм || Торговая марка: Pentel || Цвет: синий || Вид продукции: Товары || Виды письменных принадлежностей: Ручка || Описание: Стержень шариковый Pentel BKL7-С синий 144 мм (толщина линии 0.27 мм);32.99.14.130;Детали пишущих принадлежностей;b711eb14ed10ebb2dc87d8cffe6a10df;356
Сок IL Primo мультифруктовый с мякотью  0,2л. 8 шт/уп.;805.0;10%;Упаковка;Вид напитка: сок || Вкус: мультифрукт || Групповая упаковка: True || Количество штук в транспортном коробе: 189шт || Объем: 0.2л дм[3*] || С мякотью: True || Срок хранения от даты производства (месяцев): 12 || Страна производства: Россия || Тип упаковки: стеклянная бутылка || Описание: Сок IL Primo мультифруктовый с мякотью  0,2л. 8 шт/уп.;10.32.1;Соки из фруктов и овощей;1a704f35389abe04eefc7026893dcb84;""
Рамка пластиковая А4 цвета бордо 102;300.3;20%;Штука;Вид упаковки: пленка || Материал: пластик || Материал вставки: стекло || Особенности: без подставки || Размер (в х ш): 21x30 СМсм || Размер изделия, см: 23x32 || Тип размещения: настенный || Цвет: Красный || Описание: Рамка пластиковая А4 цвета бордо 102;22.29.26;Фурнитура для мебели, транспортных средств и аналогичные пластмассовые изделия  статуэтки и прочие декоративные изделия пластмассовые;b711eb14ed10ebb2dc87d8cffe6a10df;643
Я люблю свою планету: развивающая тетрадь с наклейками для детей 6–7 лет;205.0;Без НДС;Штука;Описание: Я люблю свою планету: развивающая тетрадь с наклейками для детей 6–7 лет || Вид товаров: Литература и полиграфическая продукция || Isbn: 978-5-533-00241-7 || Вес: 60.0г || Вид литература и полиграфическая продукция: Литература для обучения! || Вид продукции: Товары || Виды литературы для обучения: Литература детская для обучения || Возрастная группа: 6-7лет || Габаритные размеры: 205*260мм || Количество страниц: 48шт || Описание: В тетради представлены задания, направленные на формирование у дошкольников правильных представлений о взаимосвязанности и взаимозависимости всех компонентов природы и о важной роли человека в сохранении жизни на планете. || Переплет: мягкий;58.1;Услуги по изданию книг, периодических изданий и прочие издательские услуги;647ddd47e847bf4eef06f4167014f9d1;643
Мягкий игровой модуль Лыжи;22780.0;20%;Штука;Описание: Мягкий игровой модуль Лыжи || Высота: 200мм || Гарантиийный срок: 12мес || Длина: 2500.0мм || Игра развивает: мелкую и крупную моторику, фантазию, стимулирует коллективную работу || Количество модулей в наборе: 2шт || Материал внешнего чехла: Винилискожа || Материал набивки: Поролон || Страна производитель: Россия || Цвет: Красный, голубой, зеленый, желтый || Ширина: 300мм;32.40.39.129;Игрушки в наборах или комплектах прочие, не включенные в другие группировки;bd31caf4c9c297de9cc78ba506418994;643
Монитор BenQ PD2700Q;80147.0;20%;Штука;Описание: Монитор BenQ PD2700Q || Подсветка без мерцания (Flicker-Free): True || USB-концентратор: True || Блок питания: встроенный || Версия USB: USB 2.0 || Вес: 6.9килограмм (кг) || Время отклика: 12млс || Вход: HDMI, DisplayPort, Mini DisplayPort || Выходы: на наушники || Интерфейс: USB Type A x2, USB Type B || Количество портов USB-концентратора: 2штук (шт) || Контрастность: 1000:1 || Макс. частота обновления кадров: 76герц (гц) || Мощность стереоколонок: 2x1ватт (вт) || Мультимедиа: стереоколонки || Настенное крепление: True || Ослабление синего цвета: True || Поворот на 90 градусов: True || Подсветка: LED || Покрытие sRGB: 100% || Покрытие экрана: антибликовое || Полоса пропускания: 270мегагерц (мгц) || Потребляемая мощность: 58.0Вт || Потребляемая мощность в режиме ожидания: 0.5ватт (вт) || Размер диагонали: 27.0дюйм || Размеры: 641x417x240миллиметр (мм) || Разрешение экрана, пиксель: 2560x1440 || Регулировка высоты: True || Соотношение сторон: 16:9 || Стандарты: экологический: MPR-II, TCO 6.0 || Тип: ЖК-монитор, широкоформатный || Тип матрицы монитора: TFT IPS || Угол обзора по вертикали: 178градус || Угол обзора по горизонтали: 178.0градус || Функциональность: калибровка цвета || Цветовая температура: 6500K, 5700K, 9300K || Цветовой охват sRGB: 100% || Частота обновления кадров: 50-76 || Частота обновления строк: 30-89 || Шаг точки по вертикали: 0.2331миллиметр (мм) || Шаг точки по горизонтали: 0.2331миллиметр (мм) || Яркость: 350кандела на метр квадратный ( кд/м2);26.20.17.110;Мониторы, подключаемые к компьютеру;3750647af3fc5857311cf1fc176f0e47;""
